100000 1324
22307 69510 5
19749 79715 2
28556 17660 10
67974 40276 3
44474 94521 6
13766 66979 3
86454 47132 8
44462 66688 5
97669 90668 9
58248 38053 1
63669 35852 4
8357 32357 7
11922 78451 1
39152 81254 4
40572 93125 7
96331 79625 5
35059 18594 3
24544 20188 4
86974 9029 3
90350 59686 8
24999 48023 4
96143 52584 3
59278 88601 9
30021 98782 6
95465 9951 6
84960 88533 5
75163 24007 7
53402 48928 10
55635 647 2
86598 76184 4
91353 270 1
15276 41312 2
21818 84113 8
5634 41034 6
97957 89439 4
52679 5912 10
29405 56084 2
83815 2935 2
78747 89378 10
99622 18699 10
93793 12412 7
34290 10691 5
19366 63828 9
59439 39666 2
20669 1069 1
59686 64351 3
44450 63638 7
47368 92622 5
75541 51550 2
47123 7624 6
78973 83371 5
53818 45457 6
90946 41532 10
16710 11936 7
59439 6477 7
90205 61253 4
91662 68123 3
13822 18440 8
86948 95278 6
82655 90179 2
12230 1068 8
62002 2062 9
51345 74080 1
71783 34301 9
46039 24395 6
21195 8354 8
13127 20637 10
87024 82299 8
61243 37493 1
22371 65055 8
20188 90245 3
46702 27310 2
76688 88943 4
47684 53747 7
56002 20635 10
60430 35577 6
54814 11942 5
20028 84618 2
20633 65020 1
13053 29053 8
53973 76269 8
72572 30318 8
36971 30828 10
6948 21000 6
35351 3672 1
34966 96548 9
5510 83737 9
4833 49134 10
12397 10317 9
29494 69782 3
28959 76957 7
55900 53049 8
88738 92504 6
75370 58037 7
86974 80248 3
54126 41703 4
86948 38828 1
49908 25231 8
25305 44426 7
53250 5094 1
55020 38854 9
1887 59828 4
94064 12610 2
2707 15929 3
31921 76190 3
53268 4997 4
28451 97623 5
71894 27090 4
13901 64646 2
85217 48815 5
75267 41523 6
12726 79145 5
17208 7715 10
84243 75462 9
54404 76941 7
1990 41126 9
8593 56027 2
77062 91945 8
89017 21186 1
38629 98944 9
67296 41060 6
6837 47903 3
17323 56875 2
5042 81901 1
55274 16611 10
25231 35360 10
47799 7371 7
7328 32467 4
79954 57839 10
22874 67521 9
39681 37939 6
98876 13462 6
22828 41758 3
22371 33432 4
88943 41345 4
10317 7791 5
35791 67706 5
47535 24946 3
38665 54215 9
20951 31723 3
73070 4104 5
59762 38888 4
42665 56862 10
42384 8244 1
30712 13606 4
53049 19950 6
48745 56064 8
19043 10898 8
96775 23340 6
63940 79296 2
37517 10011 5
20939 18563 3
596 6450 8
98627 64914 8
72194 64716 4
67206 5452 3
23799 74319 6
76506 78483 3
85638 98335 6
73638 6927 6
73146 34898 6
35900 77564 10
37819 73611 7
79145 75912 6
28590 35893 8
6767 96479 5
80507 10119 6
13109 90159 6
70177 61801 6
24820 92330 9
11047 63601 6
86800 12498 1
41811 25037 1
25247 48671 1
66069 22153 9
42610 15299 9
99622 12540 1
59526 90562 10
65933 20049 6
31450 66232 3
31285 14535 3
47397 57135 10
64059 58838 8
52992 12570 3
48181 88238 9
2846 72460 7
64325 98865 7
93462 15374 9
21616 61929 1
64927 14836 7
47188 74761 7
50513 36206 7
62531 34255 6
52939 71533 10
62681 8485 5
92622 79151 6
92534 5751 2
67296 41044 7
91342 36822 1
65850 7458 7
4979 86317 5
11334 28986 5
47903 38240 10
67593 86744 10
25528 36927 4
21219 20439 6
76115 16360 4
68530 80429 8
11942 72579 2
73292 55603 10
64716 61951 2
41044 22953 6
44745 38462 4
63940 62423 6
21280 11615 5
55274 23472 5
21063 24348 6
18218 81003 2
62332 46694 3
20333 97836 1
31252 59869 3
69625 33737 5
26719 5485 2
34473 25784 7
40898 34145 3
58783 15992 3
65584 32300 5
46347 42589 2
2195 70313 4
83815 43682 3
84618 27944 9
98035 54094 10
90205 58933 7
62678 54683 3
29550 78289 9
13766 49881 7
51125 1281 3
34565 78565 9
71485 98825 10
2450 41428 10
71279 74168 5
63940 67547 10
13732 7168 2
54150 99425 10
57360 17723 8
25977 92790 8
49014 69600 1
74663 53132 4
6101 40322 5
2542 2627 9
36822 83853 2
74276 72777 5
89898 41131 10
13053 16388 9
55143 85489 3
5031 44336 3
84090 12496 3
73059 48286 2
87668 10035 3
18138 39600 5
26735 70455 7
38240 36022 7
37259 67877 1
80074 50197 9
50741 64588 9
8869 16555 9
85465 88054 3
19048 57334 6
93595 46644 1
13732 35873 1
14798 38338 5
48279 55596 3
74740 71697 7
20951 9816 4
12268 27983 7
61820 17828 10
69900 76432 2
153 33597 4
25372 39025 10
86264 17181 1
59654 10893 10
93087 33859 10
72620 31850 6
78289 3256 7
98035 41995 2
63619 19762 2
67288 50000 4
72091 89173 6
18660 98377 10
58664 1000 10
34356 51294 1
32657 87632 3
17208 63437 8
49266 7519 9
69920 10219 8
58037 59613 9
49314 1035 2
47368 91874 1
28764 9165 7
81029 22566 5
17874 4774 8
56440 65895 7
59439 21029 2
76706 70737 4
84343 63486 5
88904 53105 9
99249 58434 5
32467 89291 2
9175 95834 9
13627 9732 5
68886 85620 1
85139 56354 6
64059 83093 2
82578 74629 10
78834 17001 7
23842 40117 8
2601 86590 4
26948 72477 8
36055 29152 10
21280 53723 10
81269 95520 7
93125 65537 2
35841 94931 1
53973 31832 9
57815 37367 7
27264 24969 8
38462 9110 7
71446 57858 10
52518 41592 4
53894 3627 8
37971 37152 7
14047 49296 8
6314 97356 4
75842 97209 8
92789 58880 10
17723 81918 9
10476 82524 8
2148 94522 1
77860 9301 7
9530 63441 1
36077 46928 3
53973 37793 1
56875 16116 5
31062 60516 6
78958 99888 2
71279 82487 2
7476 66884 3
74851 48990 1
62565 23608 3
5912 91562 10
98228 99299 10
9301 49069 2
473 98108 2
83853 56873 8
49014 47028 2
42280 39927 2
37396 10194 2
64484 14128 4
97464 13831 5
47799 59409 8
10844 695 6
1990 58977 6
31701 39027 7
204 83599 7
12024 53661 8
23284 9316 5
48758 42743 6
92410 71361 5
90668 19604 9
72693 71686 8
14422 30758 6
8647 52091 7
85620 39035 4
5510 67619 7
16555 31280 10
53049 78087 6
21000 97333 6
49314 42185 7
7519 96469 10
96143 60404 4
66650 25219 4
52183 39347 6
94140 14523 7
28339 21754 10
56875 1278 7
44413 58729 10
44474 52232 8
2446 14821 3
6256 71380 7
33426 52983 3
5751 22649 4
41231 39909 4
82553 97391 2
78451 68878 2
4663 63784 7
18966 17271 8
81918 2642 7
79954 36886 3
7711 55123 6
86979 38936 4
9607 51224 8
5042 58143 7
23814 50751 9
51904 63438 2
74828 31251 9
23353 48149 3
94532 40565 5
98183 80843 4
28315 93209 10
86413 31500 6
12498 17244 6
48187 60188 10
78478 99725 1
2367 49924 8
79371 11337 3
98612 47857 1
4833 17458 4
70119 4552 1
38193 58222 10
13630 85713 8
34301 28674 9
31701 10969 6
42879 20730 10
13831 80777 8
84314 81792 10
24715 61855 9
17511 22444 10
96432 76510 8
19950 53686 1
59613 63323 7
93793 92250 10
81365 79361 8
90946 16021 10
65939 80133 8
15145 42132 3
3256 18396 2
86598 70674 9
63601 91909 3
54814 38863 10
49924 78930 9
41995 92845 7
35900 73974 5
45333 86665 8
28959 63154 10
98782 8400 10
65964 42130 6
21402 48121 7
6094 86265 3
62254 13115 5
94479 85485 6
97464 74185 9
48758 59622 10
39908 7377 6
95834 2546 5
89439 81153 8
58582 17629 7
54094 92847 4
63404 48850 4
35999 89174 6
69958 782 3
88738 69332 2
30360 92131 6
11255 85364 4
97075 84420 5
52518 4248 10
48069 81085 7
88359 64341 1
69205 76635 6
13323 71734 5
32269 82409 4
63323 1997 8
48990 31873 10
50672 34878 4
49314 36302 6
4774 28572 9
43005 3350 5
13155 46717 7
53281 11531 10
1233 80927 2
42185 8342 1
86659 53782 6
19393 61813 10
69958 73753 8
73583 97548 5
33082 37989 9
18218 50235 7
81901 52441 9
31252 212 1
50888 27206 10
31701 74833 2
20439 33622 6
77438 61722 10
85713 82451 10
88751 95966 5
88429 25368 4
21542 82433 3
72371 3177 5
46325 71850 8
96227 90735 10
9867 49128 7
41163 21600 1
26399 98897 8
4614 5602 1
35378 62506 4
81311 28695 4
85485 89061 2
67457 82129 5
1689 6930 3
59027 24187 3
52183 53266 6
54683 36694 4
55382 14743 1
5507 69190 3
32077 91897 5
85790 89186 2
86413 20881 4
3184 19767 8
8673 44909 5
153 53478 9
14633 53236 1
79625 61664 7
3627 99439 5
89378 38959 6
38888 73707 8
5609 94712 7
48990 49707 10
54607 98028 4
94426 10954 4
6005 58509 1
41752 83226 1
32603 14183 1
44336 88870 6
30389 25358 6
61093 49722 7
63619 70413 1
7371 93939 10
78951 86438 3
52672 99765 1
21017 16486 4
64239 71057 2
92622 70795 2
41220 78190 4
96043 75338 2
45333 58321 4
93539 20892 6
90350 92195 6
11997 19187 1
93341 90603 6
27836 21599 6
4248 83446 3
82226 95163 1
87490 86632 5
38918 78875 9
93539 99030 6
98241 21504 5
473 64796 2
29064 8429 10
65061 25640 5
13732 73576 4
62254 50469 5
89277 19485 5
68157 85057 5
7371 31338 7
31723 3944 4
58783 73434 3
80971 94483 9
11997 67042 10
30878 7025 1
94274 14939 10
17723 33411 2
11787 15691 4
59070 74395 3
93432 40513 9
31873 50277 6
54744 57757 9
58356 72508 3
60783 80001 6
20439 66823 1
40166 76005 10
57080 41850 5
13115 52793 2
21600 11416 10
91353 58232 1
21616 46272 10
31032 46048 9
5609 94511 7
31045 64606 5
65833 62615 7
24969 3075 9
1997 2388 10
49069 69095 5
91909 6148 4
40572 26376 1
87668 84611 5
28728 86042 10
96227 2002 6
90468 87704 5
85715 60964 3
5510 34873 8
51056 41207 7
22722 75100 5
50440 20194 10
63154 55005 5
74370 87997 7
63453 60088 1
16360 59888 7
83998 82672 9
23749 21265 7
70833 17399 6
54664 16302 3
16480 43399 1
38338 66016 6
73611 10444 7
60404 13548 4
32467 8091 3
18742 17552 4
98108 6488 7
70674 43467 8
85620 8652 2
48033 88386 10
14034 38759 9
39909 21037 8
3719 13718 6
8230 46665 10
31970 7508 5
58248 56248 8
90898 46579 4
59337 49775 4
25527 39317 6
14836 84099 7
65850 57159 9
71446 82749 6
29405 97822 6
24820 50769 9
26938 59051 9
13871 1738 10
81085 78073 4
7127 53208 9
42558 41176 2
2534 57290 4
98083 44418 2
8244 84462 7
46591 36461 10
49069 2698 6
7779 26175 9
27025 22985 6
46298 15105 4
19762 49244 3
74185 1407 7
60814 51881 6
58384 9992 2
14821 20904 6
71913 4963 4
51224 53509 8
8621 51136 2
19393 85941 7
71446 36691 5
6148 91376 9
15276 76280 3
60088 66767 1
41428 74432 7
78565 69764 2
9766 74895 10
20439 89141 1
38088 9985 8
8190 33853 4
79595 75315 4
14371 78644 7
75612 33681 5
11788 80212 4
94408 87947 6
70346 93885 2
54868 74494 5
77410 12224 9
76506 62225 7
90159 89789 2
85847 18231 7
39027 37559 5
66979 91217 10
37557 60362 5
30237 85125 2
37517 91618 9
19043 1755 10
71734 80255 3
75462 46167 3
46665 70096 4
35819 34527 2
94511 4284 2
12136 91304 9
20963 96470 6
46298 79403 1
5510 78538 10
15562 30793 5
44426 51203 5
98782 78427 1
7168 42620 4
84522 59213 9
94082 12235 10
62615 55796 10
82756 15143 4
94171 84570 3
82409 19631 2
57094 29859 5
80497 57311 1
53726 82596 5
54743 75621 2
2611 62772 8
86438 44154 3
71896 32153 9
63296 67907 7
75371 79699 6
69510 74531 6
4196 4201 3
66052 52505 4
5507 7901 2
78438 70602 6
79715 70546 7
36206 19231 2
72371 45537 1
59686 85371 6
57757 63478 2
35442 29786 3
21127 35205 1
30219 73151 2
570 96598 2
16787 17514 3
6770 59811 7
46423 15183 3
85763 17318 6
50197 34551 3
88738 35299 4
44426 48015 4
22722 77583 6
81219 58127 4
64534 54504 9
31625 79399 5
91945 6963 7
76432 79930 3
63669 26674 2
4201 10606 9
53524 98544 4
56064 94967 4
41488 79052 10
6243 58290 3
55005 39949 3
98612 91755 5
15929 75547 6
12429 6556 9
17124 62117 5
50672 50646 8
75488 82091 3
53281 23161 6
84462 56453 1
17121 47716 1
71533 48095 4
65842 77512 9
4094 41429 3
58717 82204 8
97957 6164 10
93793 98632 10
55960 74459 8
42885 77444 2
82129 41515 3
9316 8624 3
91342 17621 7
54290 32223 1
58384 48158 6
3212 32879 2
2062 94185 8
94967 68640 2
70546 98236 6
38739 85564 7
68235 41058 4
84462 58161 1
65964 40512 8
14798 51971 8
37793 74896 3
66971 40867 8
92330 63189 3
81978 91925 4
21029 73622 5
62598 11923 10
47173 2417 5
30877 54534 10
97418 86035 9
58620 77648 5
37396 56148 2
57930 40058 4
60666 67266 9
76837 21871 1
72572 93287 4
73583 4239 6
54094 34673 10
93539 81555 5
91433 33768 7
42558 39205 3
44462 14223 5
27264 51268 5
10305 7603 9
7476 52736 4
4847 56742 6
93959 67523 2
27566 20300 1
59409 67504 2
81041 93083 1
55813 27731 1
59779 4786 1
85715 76871 3
65584 91758 9
82091 56389 5
42743 7190 8
63400 42701 10
63928 58185 5
35465 72304 6
71998 57956 9
406 71386 1
12136 42203 9
75007 47765 2
83998 84568 9
18396 25052 1
96263 68133 7
46450 61815 6
65895 21929 9
49487 57238 2
20951 51619 9
55782 47905 6
58161 25625 6
31701 43792 3
30937 31742 2
73591 88231 2
2935 37695 9
74833 34052 7
90946 67011 8
34356 9090 9
93923 96507 5
88601 49035 8
49287 10931 4
90205 16410 3
8647 34798 4
99439 99485 1
75683 10340 1
78241 98556 2
153 88198 2
62748 44120 6
78875 44185 4
87704 27063 6
20603 72029 3
45864 98060 10
5452 46704 2
25537 28813 1
62423 97622 1
30978 27509 9
12136 73814 4
86243 75902 6
35205 37013 8
97957 55353 1
73151 84350 4
59762 5109 4
63760 27141 9
9607 46390 10
3014 17807 9
8787 61466 8
84522 91740 9
7511 36488 6
47571 94229 9
42593 78520 10
19366 66584 5
32195 90366 2
84462 35767 3
56453 57755 7
74833 91030 6
56389 95690 10
97125 8511 3
80971 68334 6
29152 30989 5
82226 28237 7
52266 11278 7
5510 64411 10
91740 5986 4
14917 21044 9
82749 11453 3
56440 31643 2
96807 90547 9
22985 79098 7
18732 60745 5
78190 28341 3
30937 21382 3
59189 65266 2
76753 2598 6
12224 25193 8
70930 46821 9
18341 85228 6
77776 30348 9
2941 11949 1
40322 42055 2
41268 82569 6
26735 2870 10
48990 16309 2
55224 38716 5
17604 69503 1
69510 27503 2
71279 71562 2
58933 28941 4
63973 59325 2
33768 20260 6
82655 50971 10
65200 64431 5
59409 49465 10
75581 22141 10
28986 12661 7
87893 27705 3
46423 95779 6
11115 20888 2
71894 94933 3
17828 7803 7
74751 1805 6
31868 81442 8
85217 59380 7
93595 5304 3
25208 64511 2
41131 7530 8
79293 26330 4
32564 16005 6
68530 30892 7
10898 55137 6
89095 46242 8
50679 26765 7
41995 24928 6
33082 48169 3
91925 72808 3
16611 56876 3
45353 88334 1
1986 6876 8
25784 99928 4
76599 23667 6
18563 84839 1
39148 32027 6
8624 11917 7
33801 61364 9
98575 61221 10
18868 2012 8
53477 97355 8
79296 72326 5
21039 45984 2
57220 24540 1
57956 64602 9
55960 28034 8
27264 20042 8
65842 78932 10
17847 43872 7
32804 87938 6
4614 56723 1
29390 66860 3
5609 40524 7
56064 4158 2
19749 35804 9
62225 62669 8
14422 65785 4
42885 83430 8
57360 92099 2
63453 99452 3
22828 71967 6
59325 40131 3
25890 8636 6
85308 62603 4
13041 93161 10
74828 74409 1
82333 56709 5
16927 4915 8
53266 91106 8
7328 57272 7
86413 93856 9
34565 12686 1
21594 92764 9
9066 20831 9
58434 51932 8
16689 34323 4
51224 96345 2
80082 25417 6
55224 75137 2
71998 25922 4
42203 65442 1
74629 66543 2
3651 94548 1
6169 55404 7
83200 50805 10
7624 69030 3
21382 8639 1
62678 58265 3
65286 19180 10
33868 74158 1
13627 23409 6
76635 5324 2
52983 96769 4
56027 1756 8
14183 92480 1
3651 60600 8
5751 137 7
90946 15137 7
56742 29551 10
21538 35357 4
80507 87916 8
62002 9642 10
23340 35124 8
51666 41359 10
72759 88453 6
1216 4903 8
93729 6616 6
29390 38702 10
74627 4978 1
5986 7256 5
66761 34766 10
49775 61526 3
7080 59964 3
4248 20914 2
12276 2767 5
3466 95194 3
86413 29052 10
87456 55051 5
58248 4521 7
61221 30024 7
36822 56785 7
13746 9169 5
26175 68715 8
63453 36374 4
9454 96160 5
53281 8616 10
4997 16303 2
56709 22154 1
21616 89300 6
60362 31877 8
5751 48451 6
65061 84981 7
50440 70263 4
83430 64587 5
13831 88306 8
55988 50698 4
71469 69138 1
91740 13034 8
27090 89047 6
5303 79755 8
46323 63082 1
48158 74056 7
29494 17251 3
59791 15102 8
38527 69738 10
59879 52309 10
91897 52275 7
40524 82640 3
38360 90196 10
52266 87187 9
38734 33112 4
84889 61041 1
24969 19961 5
11997 55428 1
59735 68832 2
49924 66766 4
27502 25873 7
70930 87459 7
63438 82901 9
99868 67220 10
1407 73470 3
69052 94996 5
63669 55212 7
69 66053 8
22874 25136 10
22722 54466 5
38527 83032 10
92844 12164 6
71485 31534 8
46325 76015 6
8354 70740 6
56163 29137 2
53402 86726 2
61855 56733 6
35873 88476 5
26399 40943 10
1671 70281 6
91199 91177 5
15958 46679 4
24928 52601 3
25035 74602 10
14724 94046 7
21009 26198 8
41544 77890 9
17874 97218 10
19048 80187 4
9033 32250 6
77583 43534 10
26175 13640 4
886 66549 7
69600 82954 1
35556 60573 7
31098 38900 3
7458 74171 5
48014 34720 5
92844 29988 1
87459 24131 7
38716 58863 9
42916 97309 1
76941 80688 9
30217 2766 2
74648 86483 8
91740 74364 1
96929 95399 5
52505 66886 5
91662 15820 6
19724 23534 10
84168 77615 5
33112 25633 6
13831 45433 10
89137 26534 7
72508 83441 10
55698 92670 8
35059 73552 9
84314 82403 8
90794 23826 1
93462 10702 3
62565 88357 9
75071 24211 6
22792 48291 8
16555 41699 8
12661 1582 7
73292 60168 8
65309 26262 3
26033 81246 2
60810 23876 8
74231 25317 3
62772 70113 3
96160 41192 8
97464 66154 4
86195 81394 2
76184 63679 7
73934 55939 2
53818 48849 8
61122 75813 10
9867 95941 9
46644 55717 1
86659 98333 9
9066 41826 7
45537 32925 4
2941 71574 2
11788 64495 10
5276 24702 10
53859 83944 10
79625 63389 7
56641 44496 6
5276 96429 6
24275 56942 2
45457 40657 9
47033 35016 8
66979 54998 7
32236 78821 8
49564 58313 2
78190 14130 6
14006 3610 9
21094 55380 10
16486 56255 1
85628 98578 8
23844 33852 2
26279 56610 1
73643 95946 1
7277 54419 7
73707 41065 9
17552 53128 9
48033 26424 1
74395 35751 6
86042 62790 3
63755 57666 7
58561 52952 3
13209 434 3
51125 73158 4
47716 57712 2
17855 74480 2
74828 38803 8
17163 79631 9
37557 37893 4
57135 92281 7
40959 29439 9
70413 2345 3
73576 54312 2
70177 44612 2
31921 19911 4
78760 20550 4
78747 5115 9
6450 4896 4
4915 68739 8
75523 88053 9
32357 41579 6
48793 79553 2
82451 82917 5
91342 49486 5
47571 676 1
39027 50903 1
74027 84357 6
74319 12137 7
41412 21393 1
64914 36327 9
13188 17730 5
56942 27070 4
10432 9199 2
59762 59083 8
70546 46858 9
82487 78620 4
39927 94838 7
3408 46345 10
78913 6185 10
51244 61381 3
82954 97533 7
34524 6528 3
17514 24155 1
84099 69886 3
7913 430 9
69326 42166 4
55883 27628 7
20496 74894 10
31663 52569 1
31982 50498 10
21549 20948 6
23872 44054 6
38228 43031 1
53250 84794 7
89789 40564 9
86590 33830 1
26765 34833 7
48014 15156 8
97492 83722 4
11922 85935 7
20042 46581 5
35782 7719 10
99249 47331 3
7458 7842 10
85628 18701 7
11505 91623 5
45180 69380 5
7711 75461 6
31982 56344 5
96631 24486 6
47368 80644 3
77339 47911 1
34092 19261 3
70119 35436 5
84977 60804 2
86979 88345 3
39317 36438 7
87344 20672 9
5791 18461 3
5303 28302 6
41532 14313 10
21928 42416 3
7624 47262 2
74364 50991 2
48350 36962 1
55137 63178 4
41544 64983 6
1858 474 2
96479 92782 3
19187 37303 7
17929 43845 3
18218 50349 3
41060 69893 3
21094 57816 2
58384 99851 1
93570 57982 5
53509 36665 8
7209 68547 7
42879 48737 6
18490 17845 8
3177 84518 8
75912 65942 2
54094 31407 6
84343 66601 3
96263 85584 5
35900 67247 5
38888 55150 2
79151 50606 8
25052 50831 1
49465 84828 10
45333 57071 7
886 33046 3
9110 81137 3
54982 71766 7
64712 17885 1
10954 39051 9
40252 28356 7
27326 13621 4
1651 64087 8
42416 9243 3
55376 88750 9
41699 29616 2
87938 61598 7
20028 91850 6
21393 28053 10
6185 96112 8
9532 34865 4
34070 35822 4
28339 78464 6
7519 16740 10
51244 92459 7
66543 82033 6
55988 74236 1
51467 66455 7
97520 83129 9
36055 86070 1
50672 44367 5
24131 33025 9
40572 67169 2
7779 1511 10
40512 35009 6
15145 53074 1
81725 69755 1
35712 76614 8
80843 38077 6
37013 71174 4
86070 64258 7
40513 88191 5
99928 65570 10
16083 94533 8
47905 75463 2
67974 64348 6
62790 72450 1
92043 37351 1
11531 80098 5
9530 21168 9
52725 65950 8
39761 72053 10
62603 3277 4
83764 31616 6
54534 79863 6
87298 38392 3
85584 38023 10
79553 57707 4
64404 23565 2
54575 46113 8
42907 45331 10
87484 76203 10
95346 32952 3
52983 96120 5
14092 66718 1
17869 16160 8
41579 40337 3
58664 52803 9
48205 81661 8
94533 33778 10
70674 47979 5
45191 39043 1
20035 20442 1
1281 37064 2
89061 87940 4
10392 59081 4
32300 76129 7
61598 57769 4
36206 71547 5
27700 95323 8
71697 40327 5
60362 66631 5
82487 36028 4
3651 3082 8
6837 28513 9
13155 39096 10
72326 60200 10
75100 32894 6
59779 48697 4
56453 47495 5
76015 8204 1
90417 71525 4
82451 5979 5
98760 47243 6
2846 582 9
19187 68839 7
48982 73310 1
16116 8275 5
22874 91279 6
23934 26593 1
56248 36402 2
69755 54285 8
41513 23517 1
21929 26752 5
67288 42206 3
55443 27284 5
72924 89669 9
62506 97749 2
16005 39770 4
78073 67873 3
82917 75999 4
80927 97763 8
76137 48035 2
20194 63950 4
89898 88536 7
24349 54765 5
26198 62175 5
93462 82437 10
33622 19168 7
9883 45337 1
78620 97448 5
49932 11994 4
63755 24411 2
21311 19234 7
62332 53315 6
62175 61017 1
5428 84939 1
69326 53094 5
85465 96098 3
63400 16455 6
744 46863 3
55905 82973 8
36438 85449 2
51198 88725 3
78951 31705 5
4614 73531 2
80813 79053 9
36872 53945 5
16555 98877 2
29487 69479 1
10574 33549 3
27752 80061 7
71814 36275 5
26780 49652 10
98544 16533 2
78438 11177 10
18396 25062 4
76190 9518 4
45333 6858 8
82474 73167 10
86659 52840 3
1916 35955 5
66232 83854 7
9169 49549 7
20939 61784 2
49486 20510 6
64757 94125 10
69332 24136 10
67547 44145 7
79371 27664 2
85263 37778 5
59791 47342 6
42620 65643 2
25417 76423 9
12496 14566 8
23197 95708 5
17869 60311 8
73988 13172 5
50820 92799 3
29152 44258 6
49134 29016 8
52246 50861 10
9985 88394 8
22154 78636 4
53105 48997 1
26938 21989 6
14183 88598 10
76843 11874 9
11523 69985 1
1738 76656 4
39051 8720 7
20748 48931 1
90205 10248 3
75071 59071 2
52246 63032 7
57238 69692 1
11936 6820 3
86243 94008 7
38739 85159 3
12498 17443 7
10931 23446 7
28302 95351 10
93083 23321 6
3944 4374 1
89898 54341 6
89061 64922 7
89089 72845 8
59071 63460 10
87967 77141 4
47397 16800 7
60103 82620 2
87298 5169 8
86482 10636 10
6351 18448 3
27070 27834 5
43812 19405 7
71896 25452 4
29487 36138 2
84357 85616 5
97622 90172 6
51881 46576 2
86726 33330 6
81153 12681 2
31407 68731 8
81364 68373 9
46863 42772 7
